Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Web_Visit,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Spending,Accept_Offer,Num_Purchase,Enrolled_Days,Children,Cluster
Master,Divorced,48721.0,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,61,293,0,17,412,2,1
Bachelor,Married,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,58,65,0,6,21,1,1
Bachelor,Divorced,64497.0,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,70,1804,2,29,657,1,3
Bachelor,Relationship,46097.0,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,68,241,0,15,455,1,1
Bachelor,Relationship,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,70,1101,0,20,103,0,2
PhD,Married,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,56,264,0,19,632,2,1
Master,Relationship,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,50,541,0,26,524,2,2
Bachelor,Married,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,39,1198,0,17,421,0,2
Bachelor,Married,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,47,482,0,20,89,1,1
Master,Single,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,46,17,0,4,48,3,1
Master,Married,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,76,1615,2,25,226,0,3
Master,Widow,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,70,285,0,12,302,1,1
Bachelor,Relationship,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,44,1135,0,28,592,1,2
Master,Relationship,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,36,114,0,7,79,1,1
Bachelor,Married,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,55,1047,0,16,227,0,2
PhD,Relationship,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,54,714,0,22,76,2,2
PhD,Married,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,44,185,0,13,540,1,1
Bachelor,Divorced,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,62,1245,0,32,659,1,2
Bachelor,Relationship,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,46,189,0,12,460,1,1
Bachelor,Relationship,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,48,576,0,16,612,1,1
Bachelor,Divorced,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,72,1103,0,18,567,1,2
PhD,Married,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,52,1753,0,17,690,0,2
PhD,Relationship,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,38,17,0,4,133,1,1
Bachelor,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,58,433,1,23,466,2,1
Master,Divorced,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,62,1588,1,14,540,1,2
Bachelor,Relationship,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,22,0,4,410,1,1
Bachelor,Single,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,73,19,0,5,74,0,1
PhD,Married,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,59,1117,0,29,463,1,2
Master,Married,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,49,69,0,8,202,1,1
Master,Relationship,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,23,0,5,207,1,1
PhD,Single,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,66,605,0,19,268,1,2
Bachelor,Single,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,51,57,0,11,185,1,1
Bachelor,Widow,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,56,2088,1,22,244,0,2
Bachelor,Relationship,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,66,1009,0,16,553,1,2
Bachelor,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,53,26,0,5,333,1,1
Bachelor,Married,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,34,1627,2,22,213,0,3
Bachelor,Married,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,66,1102,0,31,681,1,2
PhD,Married,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,60,17,0,6,24,2,1
Bachelor,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,52,1690,4,16,405,1,3
Bachelor,Married,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,71,1390,0,21,536,1,2
PhD,Married,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,36,2126,0,20,667,0,2
Master,Relationship,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,55,1531,0,25,608,1,2
Master,Single,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,49,64,0,7,286,1,1
Bachelor,Single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,39,26,0,6,245,1,1
Bachelor,Divorced,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,50,1112,5,29,450,0,3
Master,Relationship,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,66,210,0,11,645,0,1
Bachelor,Relationship,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,57,1148,0,26,669,2,2
PhD,Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,50,33,0,6,624,1,1
PhD,Relationship,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,63,1101,1,19,621,1,2
Bachelor,Single,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,60,322,0,16,615,1,1
Bachelor,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,60,44,0,10,390,2,1
PhD,Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,67,17,0,4,203,3,1
Bachelor,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,45,31,2,6,627,1,1
PhD,Divorced,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,56,845,0,25,403,2,2
Master,Married,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,54,275,0,15,12,1,1
PhD,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,46,25,0,4,583,1,1
Master,Relationship,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,72,275,1,17,511,2,1
Master,Married,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,58,90,0,11,472,2,1
Bachelor,Married,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,61,1495,1,19,3,0,2
PhD,Married,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,54,184,2,11,622,2,1
Bachelor,Married,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,54,981,0,13,375,0,2
Bachelor,Relationship,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,54,67,0,8,268,1,1
Bachelor,Single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,71,1635,1,14,645,0,2
Master,Single,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,41,60,0,10,101,1,1
PhD,Relationship,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,49,231,0,12,145,1,1
Bachelor,Married,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,64,48,0,10,84,2,1
Bachelor,Divorced,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,61,99,0,9,508,2,1
PhD,Relationship,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,61,770,0,23,286,1,2
Bachelor,Single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,68,957,1,23,528,0,2
Master,Relationship,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,43,818,0,12,60,0,2
PhD,Single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,38,925,2,17,453,0,2
Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,56,908,0,22,434,1,2
Basic,Married,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,43,102,0,10,503,1,1
Bachelor,Relationship,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,48,576,0,16,612,1,1
Bachelor,Relationship,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,78,317,0,13,667,0,1
PhD,Relationship,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,50,461,0,15,120,1,2
Master,Married,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,49,37,0,7,73,2,1
Bachelor,Married,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,50,70,0,7,352,1,1
Bachelor,Relationship,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,72,930,0,23,516,0,2
Master,Relationship,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,68,859,0,33,537,2,2
Bachelor,Widow,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,58,1478,0,22,48,0,2
Master,Divorced,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,75,390,0,16,381,0,1
Master,Relationship,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,40,52,1,5,360,0,1
Bachelor,Relationship,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,55,137,0,10,184,1,1
Bachelor,Married,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,44,1919,1,19,606,0,2
Bachelor,Relationship,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,53,68,0,9,165,2,1
Bachelor,Relationship,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,59,25,0,4,474,2,1
Master,Relationship,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,72,1374,2,23,675,1,2
Master,Divorced,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,32,0,5,479,1,1
Master,Relationship,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,38,100,0,7,532,1,1
Bachelor,Single,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,42,825,0,12,533,0,2
PhD,Divorced,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,59,916,1,28,104,1,2
Bachelor,Divorced,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,66,62,0,11,74,2,1
Master,Relationship,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,68,728,0,21,260,1,2
PhD,Married,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,46,90,0,7,120,1,1
Bachelor,Single,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,36,273,0,13,77,1,1
Bachelor,Relationship,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,40,66,0,10,184,1,1
Master,Married,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,63,1213,1,23,458,0,2
Bachelor,Widow,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,58,107,1,7,649,0,1
Bachelor,Single,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,77,1157,1,18,116,0,2
Master,Married,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,60,546,1,18,292,1,2
Master,Relationship,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,32,241,0,11,428,0,1
Bachelor,Divorced,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,48,53,0,11,162,1,1
Bachelor,Married,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,57,37,0,7,244,3,1
Master,Single,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,48,1508,0,23,508,0,2
Bachelor,Married,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,58,235,0,16,194,2,1
Master,Relationship,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,68,32,0,7,110,2,1
Bachelor,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,52,102,0,8,335,2,1
Bachelor,Single,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,39,401,0,15,684,1,2
Bachelor,Married,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,73,28,0,6,348,2,1
Bachelor,Married,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,53,680,0,21,528,1,2
Bachelor,Married,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,30,0,4,363,1,1
PhD,Divorced,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,59,20,0,4,140,2,1
PhD,Divorced,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,63,1307,0,23,507,1,2
Bachelor,Single,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,71,630,0,24,534,1,2
Bachelor,Married,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,67,1283,0,18,359,0,2
PhD,Divorced,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,48,65,0,9,362,1,1
Bachelor,Married,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,40,37,0,5,234,1,1
PhD,Married,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,74,38,0,5,416,3,1
PhD,Single,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,38,160,0,12,501,1,1
Bachelor,Single,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,23,0,4,439,1,1
PhD,Single,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,35,71,0,6,291,0,1
PhD,Married,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,68,1161,1,19,452,1,2
Master,Married,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,53,59,2,5,535,1,1
Bachelor,Relationship,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,41,33,0,7,364,1,1
Bachelor,Divorced,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,64,946,0,22,655,2,2
Bachelor,Divorced,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,56,1442,4,22,570,0,3
Bachelor,Married,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,62,0,5,594,1,1
Bachelor,Relationship,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,59,1674,2,22,483,0,3
Bachelor,Single,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,36,1538,0,21,688,0,2
Bachelor,Divorced,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,38,139,0,8,204,0,1
PhD,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,55,1182,2,20,583,1,2
PhD,Relationship,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,74,507,0,18,381,1,2
Basic,Relationship,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,51,18,2,4,318,1,1
Bachelor,Divorced,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,72,940,0,16,231,0,2
Bachelor,Married,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,59,42,0,6,371,2,1
Bachelor,Divorced,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,54,1190,1,15,13,0,2
Bachelor,Widow,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,53,44,0,8,551,2,1
Master,Married,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,48,16,1,4,177,1,1
Bachelor,Married,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,67,835,0,26,194,1,2
Bachelor,Married,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,38,1443,2,22,535,1,3
PhD,Single,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,58,1029,1,18,244,0,2
Bachelor,Married,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,50,1188,0,18,610,0,2
PhD,Single,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,48,1277,0,24,554,1,2
Bachelor,Single,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,46,49,0,7,212,2,1
Bachelor,Married,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,69,99,1,7,414,1,1
PhD,Married,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,55,1670,0,15,564,0,2
Master,Married,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,81,900,0,14,313,0,2
PhD,Relationship,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,76,425,0,16,264,2,1
Bachelor,Married,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,67,2153,1,22,639,0,2
PhD,Widow,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,55,636,0,21,99,1,2
Bachelor,Married,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0,46,57,0,10,125,2,1
PhD,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,46,25,0,4,583,1,1
Bachelor,Married,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,0,57,494,0,22,548,2,2
Bachelor,Single,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0,55,693,0,19,677,1,2
Bachelor,Married,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,3,11,0,64,1348,0,26,408,0,2
Bachelor,Divorced,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,51,0,7,470,1,1
Bachelor,Relationship,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,3,11,0,62,1932,0,16,589,0,2
PhD,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,49,990,0,16,575,1,2
Master,Married,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,40,30,0,5,68,1,1
Bachelor,Married,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,49,254,0,16,609,2,1
Master,Single,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,54,29,1,5,304,1,1
Bachelor,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,58,1371,1,23,595,1,2
PhD,Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,52,73,1,9,372,2,1
Master,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,49,120,0,11,680,2,1
Bachelor,Single,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,54,81,2,5,468,0,1
Bachelor,Single,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,35,37,0,5,546,1,1
PhD,Relationship,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,63,1377,0,20,270,1,2
Bachelor,Single,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,55,51,0,5,380,1,1
PhD,Married,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,55,17,0,4,537,2,1
Bachelor,Married,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,39,22,0,4,227,1,1
Bachelor,Widow,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,70,324,0,14,564,0,1
Master,Married,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,51,211,0,16,676,3,1
Master,Single,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,43,19,0,4,91,1,1
Bachelor,Single,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,53,41,0,8,410,1,1
Master,Relationship,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,56,492,2,17,256,1,1
Bachelor,Relationship,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,64,1005,0,26,632,1,2
Bachelor,Relationship,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,75,114,0,7,668,1,1
PhD,Divorced,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,56,1173,0,19,417,2,2
Bachelor,Relationship,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,45,1738,1,19,177,0,2
Master,Relationship,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,45,222,0,12,202,1,1
Bachelor,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,31,1127,0,16,56,0,2
PhD,Married,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,78,209,0,10,437,0,1
Master,Married,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,56,787,0,23,124,1,2
PhD,Relationship,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,33,1598,0,24,266,0,2
Bachelor,Married,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,53,186,0,12,652,2,1
Bachelor,Relationship,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,40,47,1,6,667,1,1
Bachelor,Single,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,27,0,5,552,1,1
Master,Relationship,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,44,96,1,11,597,1,1
Master,Divorced,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,68,64,0,10,463,2,1
Bachelor,Relationship,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,59,1040,0,23,640,0,2
Bachelor,Single,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,50,163,0,13,318,2,1
Bachelor,Relationship,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,64,343,0,11,475,0,1
PhD,Single,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,69,446,2,24,250,3,2
Bachelor,Married,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,59,41,0,5,20,2,1
PhD,Single,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,52,70,1,9,668,1,1
